image_path,steering_angle,label
Circuito Normal/straight/20250614_095523_101269.jpg,0.005,straight
Circuito Normal/turn_right/20250614_095528_057186.jpg,0.115,turn_right
Circuito Medio Invertido/turn_right/20250614_102040_418675.jpg,0.092,turn_right
Circuito Invertido/turn_right/20250614_100327_252897.jpg,0.072,turn_right
Middle Section Normal Extra/turn_left/20250618_195822_125713.jpg,-0.054,turn_left
Middle Section Normal Extra/turn_left/20250618_195939_565902.jpg,-0.06,turn_left
Circuito Invertido/straight/20250614_100715_017375.jpg,0.0,straight
Circuito Medio Invertido/turn_right/20250614_102200_421275.jpg,0.08,turn_right
Middle Section Normal/turn_left/20250616_211027_690590.jpg,-0.036,turn_left
Circuito Medio Normal/turn_left/20250614_101700_927198.jpg,-0.1,turn_left
Circuito Normal/turn_left/20250614_095702_128356.jpg,-0.07,turn_left
Dark Section/turn_left/20250618_201812_906267.jpg,-0.058,turn_left
Circuito Medio Normal/turn_left/20250614_101459_135749.jpg,-0.076,turn_left
Maniobras/straight/20250621_112334_562440.jpg,0.002,straight
Circuito Medio Invertido/turn_right/20250614_101932_547907.jpg,0.068,turn_right
Middle Section Normal Extra/straight/20250618_195559_563245.jpg,0.0,straight
Circuito Normal/turn_right/20250614_095059_378085.jpg,0.055,turn_right
Circuito Normal/turn_left/20250614_094722_937493.jpg,-0.085,turn_left
Circuito Invertido/straight/20250614_100602_892347.jpg,0.0,straight
Circuito Invertido/straight/20250614_100247_008480.jpg,0.004,straight
Circuito Invertido/straight/20250614_100556_587657.jpg,0.0,straight
Maniobras/straight/20250621_112206_275052.jpg,0.02,straight
Circuito Medio Normal/turn_left/20250614_101626_709369.jpg,-0.068,turn_left
Middle Section Normal/turn_left/20250616_211021_242067.jpg,-0.058,turn_left
Dark Section Extra/straight/20250618_204756_424813.jpg,0.0,straight
Circuito Medio Invertido/straight/20250614_102135_785969.jpg,-0.0,straight
Circuito Invertido/turn_right/20250614_100825_461365.jpg,0.048,turn_right
Circuito Medio Normal/turn_left/20250614_101531_004835.jpg,-0.036,turn_left
Circuito Normal/straight/20250614_094007_359589.jpg,0.0,straight
Middle Section Normal Extra/turn_left/20250618_195935_605474.jpg,-0.06,turn_left
Circuito Normal/straight/20250614_094912_696121.jpg,0.025,straight
Circuito Medio Normal/turn_left/20250614_101731_109164.jpg,-0.056,turn_left
Circuito Normal/straight/20250614_094318_935000.jpg,-0.03,turn_left
Circuito Invertido/turn_right/20250614_100956_013106.jpg,0.1,turn_right
Circuito Invertido/turn_right/20250614_100717_507484.jpg,0.092,turn_right
Circuito Normal/straight/20250614_095640_319442.jpg,-0.005,straight
Circuito Medio Normal/straight/20250614_101630_177810.jpg,-0.028,straight
Circuito Normal/straight/20250614_094223_607157.jpg,0.0,straight
Circuito Normal/straight/20250614_095508_029529.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100350_899270.jpg,0.032,turn_right
Middle Section Normal Extra/turn_right/20250618_195602_827898.jpg,0.056,turn_right
Middle Section Normal/turn_left/20250616_211206_914679.jpg,-0.044,turn_left
Dark Section/turn_left/20250618_201743_694036.jpg,-0.078,turn_left
Circuito Normal/turn_right/20250614_093957_431765.jpg,0.055,turn_right
Circuito Invertido/turn_right/20250614_101213_654099.jpg,0.056,turn_right
Circuito Normal/straight/20250614_095730_090804.jpg,0.0,straight
Circuito Normal/straight/20250614_095244_988608.jpg,0.0,straight
Circuito Medio Invertido/turn_right/20250614_102247_942077.jpg,0.076,turn_right
Middle Section Normal Extra/turn_right/20250618_195958_684349.jpg,0.066,turn_right
Circuito Invertido/turn_left/20250614_100308_418600.jpg,-0.08,turn_left
Circuito Invertido/straight/20250614_101131_609049.jpg,-0.0,straight
Middle Section Normal/turn_left/20250616_211027_205940.jpg,-0.048,turn_left
Middle Section Normal Extra/turn_left/20250618_195615_509376.jpg,-0.086,turn_left
Circuito Invertido/turn_right/20250614_100302_063692.jpg,0.088,turn_right
Middle Section Normal/turn_right/20250616_211012_848923.jpg,0.092,turn_right
Circuito Normal/straight/20250614_094954_103628.jpg,-0.03,turn_left
Dark Section/turn_left/20250618_201833_055358.jpg,-0.114,turn_left
Maniobras/turn_left/20250621_112356_665546.jpg,-0.034,turn_left
Circuito Invertido/turn_left/20250614_100308_083136.jpg,-0.08,turn_left
Middle Section Normal Extra/straight/20250618_195620_302897.jpg,-0.024,straight
Circuito Invertido/turn_right/20250614_100232_714900.jpg,0.096,turn_right
Circuito Normal/turn_left/20250614_094800_351227.jpg,-0.055,turn_left
Middle Section Normal/turn_left/20250616_211210_056096.jpg,-0.08,turn_left
Circuito Normal/turn_left/20250614_094249_161716.jpg,-0.055,turn_left
Middle Section Normal/straight/20250616_211204_617239.jpg,-0.024,straight
Circuito Normal/turn_left/20250614_095107_370210.jpg,-0.09,turn_left
Middle Section Normal Extra/turn_left/20250618_195631_551354.jpg,-0.08,turn_left
Circuito Invertido/turn_left/20250614_100731_954356.jpg,-0.068,turn_left
Circuito Normal/straight/20250614_094121_217974.jpg,0.0,straight
Circuito Medio Invertido/turn_right/20250614_102110_839192.jpg,0.088,turn_right
Circuito Medio Normal/straight/20250614_101525_219124.jpg,0.004,straight
Middle Section Normal Extra/turn_left/20250618_200118_369950.jpg,-0.044,turn_left
Circuito Medio Invertido/turn_right/20250614_102008_068719.jpg,0.088,turn_right
Circuito Normal/straight/20250614_095120_978962.jpg,-0.005,straight
Circuito Invertido/turn_right/20250614_101119_283736.jpg,0.072,turn_right
Circuito Invertido/straight/20250614_100702_115439.jpg,-0.004,straight
Circuito Invertido/turn_right/20250614_100610_840683.jpg,0.052,turn_right
Circuito Invertido/straight/20250614_100512_347713.jpg,0.0,straight
Middle Section Normal Extra/turn_left/20250618_195728_793062.jpg,-0.066,turn_left
Middle Section Normal Extra/turn_right/20250618_195957_725050.jpg,0.066,turn_right
Circuito Invertido/turn_right/20250614_101141_397283.jpg,0.032,turn_right
Circuito Medio Invertido/turn_right/20250614_102142_110447.jpg,0.08,turn_right
Circuito Medio Normal/turn_left/20250614_101719_281961.jpg,-0.068,turn_left
Circuito Invertido/turn_right/20250614_100812_917490.jpg,0.04,turn_right
Middle Section Normal/turn_right/20250616_211127_888941.jpg,0.072,turn_right
Middle Section Normal/turn_right/20250616_211157_166500.jpg,0.1,turn_right
Middle Section Normal Extra/turn_left/20250618_195828_847076.jpg,-0.052,turn_left
Maniobras/turn_left/20250621_112458_665282.jpg,-0.046,turn_left
Circuito Invertido/turn_right/20250614_100323_252073.jpg,0.1,turn_right
Maniobras/turn_right/20250621_112602_684514.jpg,0.05,turn_right
Middle Section Normal Extra/turn_right/20250618_195754_883030.jpg,0.096,turn_right
Dark Section/turn_left/20250618_201925_759395.jpg,-0.086,turn_left
Dark Section Extra/turn_left/20250618_204927_919046.jpg,-0.068,turn_left
Circuito Normal/straight/20250614_094039_138307.jpg,0.0,straight
Circuito Normal/turn_left/20250614_095041_935644.jpg,-0.11,turn_left
Circuito Normal/straight/20250614_094852_514773.jpg,0.01,straight
Circuito Medio Invertido/turn_right/20250614_102218_360724.jpg,0.032,turn_right
Circuito Normal/straight/20250614_095724_802313.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100214_893586.jpg,0.084,turn_right
Circuito Invertido/turn_right/20250614_100658_301243.jpg,0.064,turn_right
Circuito Normal/turn_right/20250614_095055_403178.jpg,0.11,turn_right
Middle Section Normal Extra/turn_left/20250618_200026_722768.jpg,-0.058,turn_left
Circuito Normal/turn_left/20250614_095156_929490.jpg,-0.07,turn_left
Circuito Normal/turn_left/20250614_094210_040911.jpg,-0.105,turn_left
Circuito Invertido/turn_left/20250614_100309_594102.jpg,-0.08,turn_left
Circuito Normal/turn_right/20250614_095055_737926.jpg,0.11,turn_right
Circuito Invertido/turn_left/20250614_101202_500626.jpg,-0.088,turn_left
Circuito Normal/straight/20250614_095023_365637.jpg,0.0,straight
Middle Section Normal Extra/turn_right/20250618_195604_837034.jpg,0.056,turn_right
Circuito Invertido/straight/20250614_100428_619494.jpg,-0.004,straight
Circuito Invertido/turn_left/20250614_100735_930943.jpg,-0.068,turn_left
Circuito Normal/turn_left/20250614_095151_476342.jpg,-0.065,turn_left
Middle Section Normal Extra/turn_right/20250618_195910_952036.jpg,0.084,turn_right
Circuito Invertido/turn_right/20250614_100531_343597.jpg,0.06,turn_right
Circuito Invertido/turn_right/20250614_100322_249122.jpg,0.08,turn_right
Middle Section Normal Extra/turn_right/20250618_195759_855043.jpg,0.096,turn_right
Circuito Invertido/turn_right/20250614_101156_320254.jpg,0.032,turn_right
Circuito Normal/turn_left/20250614_095008_122604.jpg,-0.04,turn_left
Middle Section Normal/turn_left/20250616_211401_260991.jpg,-0.074,turn_left
Circuito Normal/turn_right/20250614_095058_721556.jpg,0.08,turn_right
Circuito Medio Invertido/turn_right/20250614_102217_374223.jpg,0.076,turn_right
Circuito Medio Invertido/turn_right/20250614_102226_863261.jpg,0.048,turn_right
Circuito Invertido/turn_right/20250614_101106_826314.jpg,0.08,turn_right
Circuito Invertido/straight/20250614_100553_264799.jpg,0.0,straight
Middle Section Normal Extra/turn_left/20250618_200015_384603.jpg,-0.076,turn_left
Circuito Normal/straight/20250614_094054_547381.jpg,0.0,straight
Circuito Medio Invertido/straight/20250614_102224_184968.jpg,-0.004,straight
Maniobras/straight/20250621_112541_368297.jpg,-0.006,straight
Circuito Medio Normal/turn_left/20250614_101539_325263.jpg,-0.044,turn_left
Circuito Medio Invertido/turn_right/20250614_102021_364893.jpg,0.128,turn_right
Circuito Normal/straight/20250614_095223_393177.jpg,-0.01,straight
Middle Section Normal/turn_left/20250616_211306_321242.jpg,-0.058,turn_left
Circuito Invertido/turn_right/20250614_101152_804237.jpg,0.064,turn_right
Maniobras/turn_left/20250621_112402_453061.jpg,-0.08,turn_left
Circuito Normal/turn_left/20250614_095536_499739.jpg,-0.065,turn_left
Middle Section Normal/turn_right/20250616_211014_986891.jpg,0.092,turn_right
Circuito Invertido/straight/20250614_100552_609886.jpg,0.0,straight
Circuito Normal/turn_left/20250614_095151_974662.jpg,-0.065,turn_left
Circuito Medio Invertido/turn_right/20250614_102127_454329.jpg,0.076,turn_right
Middle Section Normal Extra/turn_left/20250618_195925_947125.jpg,-0.078,turn_left
Maniobras/turn_right/20250621_112450_155121.jpg,0.136,turn_right
Circuito Normal/turn_left/20250614_094800_666538.jpg,-0.055,turn_left
Middle Section Normal/turn_right/20250616_211328_064420.jpg,0.07,turn_right
Maniobras/turn_right/20250621_112332_918965.jpg,0.054,turn_right
Circuito Invertido/turn_right/20250614_101149_131428.jpg,0.104,turn_right
Circuito Normal/turn_left/20250614_094232_744497.jpg,-0.07,turn_left
Circuito Invertido/turn_right/20250614_100728_966777.jpg,0.08,turn_right
Maniobras/straight/20250621_112306_710499.jpg,0.022,straight
Circuito Invertido/turn_right/20250614_100108_540834.jpg,0.056,turn_right
Maniobras/straight/20250621_112600_518322.jpg,0.0,straight
Circuito Medio Invertido/turn_right/20250614_102022_674869.jpg,0.064,turn_right
Middle Section Normal Extra/turn_left/20250618_195926_126079.jpg,-0.078,turn_left
Circuito Invertido/turn_right/20250614_100609_532513.jpg,0.052,turn_right
Circuito Invertido/turn_right/20250614_100254_931243.jpg,0.076,turn_right
Circuito Invertido/turn_right/20250614_100816_425358.jpg,0.04,turn_right
Circuito Invertido/turn_right/20250614_100442_313818.jpg,0.048,turn_right
Dark Section Extra/turn_left/20250618_204843_175176.jpg,-0.04,turn_left
Circuito Normal/straight/20250614_094515_026870.jpg,-0.005,straight
Circuito Normal/straight/20250614_094529_406598.jpg,-0.01,straight
Middle Section Normal Extra/turn_left/20250618_195622_952437.jpg,-0.1,turn_left
Circuito Normal/straight/20250614_095711_728081.jpg,-0.02,straight
Circuito Normal/turn_left/20250614_095304_962005.jpg,-0.075,turn_left
Middle Section Normal Extra/turn_left/20250618_195720_726225.jpg,-0.08,turn_left
Circuito Normal/straight/20250614_094852_843616.jpg,-0.005,straight
Circuito Invertido/straight/20250614_100150_376693.jpg,0.012,straight
Circuito Invertido/turn_right/20250614_100530_515589.jpg,0.068,turn_right
Circuito Normal/straight/20250614_095615_625457.jpg,-0.005,straight
Dark Section/turn_left/20250618_201852_290959.jpg,-0.07,turn_left
Circuito Normal/straight/20250614_094225_945449.jpg,0.0,straight
Circuito Normal/turn_left/20250614_094711_848776.jpg,-0.035,turn_left
Circuito Invertido/straight/20250614_101302_496937.jpg,-0.004,straight
Circuito Normal/straight/20250614_095256_357166.jpg,0.01,straight
Circuito Medio Normal/turn_left/20250614_101738_585278.jpg,-0.04,turn_left
Circuito Medio Normal/straight/20250614_101558_756531.jpg,0.0,straight
Dark Section Extra/turn_right/20250618_204835_631828.jpg,0.05,turn_right
Maniobras/straight/20250621_112553_649866.jpg,0.002,straight
Circuito Invertido/turn_right/20250614_100727_147515.jpg,0.08,turn_right
Circuito Normal/turn_left/20250614_094250_148550.jpg,-0.085,turn_left
Middle Section Normal/turn_right/20250616_211012_364893.jpg,0.092,turn_right
Circuito Invertido/straight/20250614_100645_013797.jpg,-0.008,straight
Circuito Invertido/straight/20250614_100625_908950.jpg,0.0,straight
Circuito Normal/straight/20250614_094437_730612.jpg,0.02,straight
Circuito Invertido/turn_right/20250614_101036_323946.jpg,0.04,turn_right
Circuito Medio Invertido/turn_right/20250614_102233_912169.jpg,0.048,turn_right
Circuito Invertido/turn_right/20250614_100904_627600.jpg,0.096,turn_right
Middle Section Normal/turn_left/20250616_211020_569791.jpg,-0.038,turn_left
Circuito Normal/turn_left/20250614_095402_540955.jpg,-0.035,turn_left
Circuito Invertido/turn_right/20250614_100108_694017.jpg,0.032,turn_right
Circuito Normal/turn_left/20250614_094630_827204.jpg,-0.12,turn_left
Circuito Medio Invertido/turn_right/20250614_102212_864810.jpg,0.076,turn_right
Circuito Invertido/turn_left/20250614_101200_657238.jpg,-0.088,turn_left
Circuito Invertido/straight/20250614_100556_741795.jpg,0.0,straight
Middle Section Normal Extra/straight/20250618_195750_580576.jpg,0.018,straight
Circuito Invertido/turn_right/20250614_100232_561405.jpg,0.096,turn_right
Circuito Normal/straight/20250614_095257_196763.jpg,0.0,straight
Middle Section Normal/turn_left/20250616_210953_029337.jpg,-0.056,turn_left
Middle Section Normal Extra/turn_right/20250618_200059_728593.jpg,0.094,turn_right
Circuito Invertido/turn_right/20250614_100217_368682.jpg,0.084,turn_right
Dark Section Extra/turn_left/20250618_204959_751448.jpg,-0.056,turn_left
Circuito Invertido/turn_right/20250614_101034_826027.jpg,0.092,turn_right
Middle Section Normal/turn_right/20250616_211230_025645.jpg,0.036,turn_right
Middle Section Normal Extra/straight/20250618_195917_761823.jpg,0.016,straight
Circuito Normal/straight/20250614_094811_032195.jpg,-0.01,straight
Middle Section Normal Extra/turn_right/20250618_200005_182681.jpg,0.06,turn_right
Circuito Normal/straight/20250614_095407_323695.jpg,0.0,straight
Circuito Normal/turn_right/20250614_095530_200134.jpg,0.115,turn_right
Circuito Invertido/turn_right/20250614_100303_227755.jpg,0.088,turn_right
Circuito Invertido/turn_right/20250614_101213_147249.jpg,0.056,turn_right
Circuito Invertido/turn_right/20250614_100818_250496.jpg,0.04,turn_right
Middle Section Normal Extra/turn_left/20250618_195633_022349.jpg,-0.08,turn_left
Circuito Invertido/turn_right/20250614_100638_697740.jpg,0.084,turn_right
Maniobras/turn_left/20250621_112444_316478.jpg,-0.17,turn_left
Circuito Medio Invertido/turn_right/20250614_102201_757256.jpg,0.064,turn_right
Middle Section Normal/turn_left/20250616_210947_416693.jpg,-0.06,turn_left
Circuito Medio Invertido/turn_right/20250614_102009_575718.jpg,0.088,turn_right
Circuito Normal/turn_left/20250614_094607_397264.jpg,-0.065,turn_left
Middle Section Normal Extra/turn_right/20250618_195608_587214.jpg,0.09,turn_right
Dark Section Extra/straight/20250618_204807_558766.jpg,-0.028,straight
Circuito Medio Invertido/turn_right/20250614_102129_770781.jpg,0.076,turn_right
Circuito Normal/turn_left/20250614_094720_943478.jpg,-0.065,turn_left
Middle Section Normal Extra/turn_right/20250618_195610_401306.jpg,0.09,turn_right
Dark Section/turn_left/20250618_201743_694036.jpg,-0.078,turn_left
Middle Section Normal Extra/turn_left/20250618_195927_938894.jpg,-0.078,turn_left
Middle Section Normal Extra/turn_left/20250618_195806_902521.jpg,-0.056,turn_left
Circuito Normal/turn_left/20250614_095656_828273.jpg,-0.035,turn_left
Circuito Invertido/turn_left/20250614_101202_647590.jpg,-0.088,turn_left
Circuito Normal/turn_left/20250614_095304_630532.jpg,-0.075,turn_left
Middle Section Normal/turn_left/20250616_211357_954878.jpg,-0.074,turn_left
Circuito Normal/turn_left/20250614_095304_787439.jpg,-0.075,turn_left
Circuito Normal/straight/20250614_095733_215969.jpg,0.0,straight
Dark Section Extra/straight/20250618_204935_287119.jpg,0.0,straight
Middle Section Normal/turn_right/20250616_211015_807300.jpg,0.092,turn_right
Circuito Invertido/straight/20250614_101256_514013.jpg,-0.004,straight
Circuito Medio Invertido/turn_right/20250614_102217_042835.jpg,0.076,turn_right
Middle Section Normal Extra/turn_left/20250618_195636_056738.jpg,-0.066,turn_left
Circuito Medio Normal/turn_left/20250614_101606_282387.jpg,-0.06,turn_left
Circuito Invertido/turn_left/20250614_101158_487578.jpg,-0.072,turn_left
Middle Section Normal/turn_right/20250616_211158_329092.jpg,0.038,turn_right
Circuito Medio Normal/turn_left/20250614_101606_098041.jpg,-0.044,turn_left
Dark Section/turn_left/20250618_201849_159895.jpg,-0.086,turn_left
Circuito Normal/straight/20250614_095525_403188.jpg,0.005,straight
Middle Section Normal Extra/turn_left/20250618_200024_428119.jpg,-0.058,turn_left
Circuito Normal/turn_left/20250614_095535_507532.jpg,-0.065,turn_left
Circuito Normal/turn_left/20250614_094106_493341.jpg,-0.04,turn_left
Middle Section Normal Extra/turn_right/20250618_195656_730235.jpg,0.068,turn_right
Circuito Normal/turn_left/20250614_094253_147629.jpg,-0.085,turn_left
Circuito Invertido/turn_right/20250614_100105_851331.jpg,0.112,turn_right
Circuito Invertido/turn_left/20250614_100910_429049.jpg,-0.048,turn_left
Circuito Normal/turn_right/20250614_094150_739233.jpg,0.1,turn_right
Middle Section Normal Extra/turn_right/20250618_200001_179677.jpg,0.088,turn_right
Middle Section Normal/turn_right/20250616_211007_423090.jpg,0.06,turn_right
Circuito Medio Invertido/turn_right/20250614_101934_540160.jpg,0.092,turn_right
Maniobras/straight/20250621_112242_121540.jpg,-0.022,straight
Circuito Invertido/straight/20250614_100236_029851.jpg,0.004,straight
Circuito Invertido/straight/20250614_100556_080177.jpg,0.0,straight
Circuito Medio Normal/turn_left/20250614_101521_580399.jpg,-0.072,turn_left
Middle Section Normal Extra/straight/20250618_195651_258236.jpg,0.0,straight
Dark Section/turn_left/20250618_201816_307697.jpg,-0.072,turn_left
Circuito Invertido/straight/20250614_100509_034617.jpg,0.0,straight
Circuito Medio Normal/turn_left/20250614_101533_339333.jpg,-0.072,turn_left
Dark Section/straight/20250618_201806_063305.jpg,-0.03,turn_left
Circuito Invertido/straight/20250614_101015_441878.jpg,-0.0,straight
Circuito Invertido/turn_right/20250614_100746_766151.jpg,0.064,turn_right
Circuito Invertido/turn_right/20250614_101147_288479.jpg,0.08,turn_right
Circuito Normal/straight/20250614_094410_569557.jpg,-0.02,straight
Circuito Normal/straight/20250614_094520_998201.jpg,0.0,straight
Circuito Normal/turn_left/20250614_094832_682720.jpg,-0.06,turn_left
Middle Section Normal/turn_right/20250616_211327_406079.jpg,0.068,turn_right
Circuito Invertido/straight/20250614_100505_707866.jpg,0.0,straight
Circuito Medio Normal/turn_left/20250614_101631_364108.jpg,-0.032,turn_left
Middle Section Normal Extra/turn_left/20250618_200130_167831.jpg,-0.064,turn_left
Circuito Normal/straight/20250614_095411_131056.jpg,-0.005,straight
Middle Section Normal Extra/turn_right/20250618_195658_824111.jpg,0.09,turn_right
Dark Section Extra/straight/20250618_204918_236645.jpg,0.002,straight
Circuito Invertido/straight/20250614_100042_432865.jpg,-0.024,straight
Circuito Medio Invertido/turn_right/20250614_102302_729238.jpg,0.08,turn_right
Circuito Normal/straight/20250614_094052_391953.jpg,0.0,straight
Circuito Medio Normal/straight/20250614_101510_251360.jpg,-0.008,straight
Circuito Medio Invertido/turn_right/20250614_101920_054799.jpg,0.088,turn_right
Circuito Medio Invertido/straight/20250614_102240_439400.jpg,-0.004,straight
Circuito Normal/straight/20250614_095337_163446.jpg,-0.005,straight
Middle Section Normal/straight/20250616_211158_985044.jpg,0.0,straight
Middle Section Normal/turn_left/20250616_211027_205940.jpg,-0.048,turn_left
Circuito Normal/turn_left/20250614_095312_213632.jpg,-0.035,turn_left
Circuito Normal/straight/20250614_095426_960818.jpg,0.0,straight
Middle Section Normal Extra/turn_right/20250618_200004_278161.jpg,0.092,turn_right
Maniobras/turn_right/20250621_112548_166259.jpg,0.056,turn_right
Middle Section Normal/turn_left/20250616_210958_326281.jpg,-0.07,turn_left
Circuito Invertido/turn_right/20250614_100956_504104.jpg,0.088,turn_right
Circuito Normal/turn_left/20250614_094607_225691.jpg,-0.065,turn_left
Circuito Invertido/straight/20250614_101307_475135.jpg,-0.004,straight
Circuito Normal/straight/20250614_095118_964209.jpg,0.005,straight
Dark Section/turn_left/20250618_201927_260865.jpg,-0.086,turn_left
Circuito Normal/turn_left/20250614_094204_077993.jpg,-0.09,turn_left
Circuito Medio Normal/turn_left/20250614_101734_620258.jpg,-0.092,turn_left
Circuito Invertido/straight/20250614_100337_680747.jpg,0.0,straight
Maniobras/turn_right/20250621_112230_996904.jpg,0.038,turn_right
Dark Section/turn_left/20250618_201743_516615.jpg,-0.078,turn_left
Circuito Normal/turn_left/20250614_094831_865373.jpg,-0.045,turn_left
Circuito Invertido/turn_right/20250614_100437_474475.jpg,0.108,turn_right
Circuito Medio Normal/turn_left/20250614_101500_138075.jpg,-0.076,turn_left
Middle Section Normal Extra/turn_left/20250618_195715_327941.jpg,-0.054,turn_left
Circuito Medio Invertido/turn_right/20250614_102215_030222.jpg,0.076,turn_right
Circuito Normal/turn_right/20250614_095529_219424.jpg,0.115,turn_right
Dark Section/turn_left/20250618_201921_592125.jpg,-0.1,turn_left
Circuito Invertido/turn_left/20250614_100911_759248.jpg,-0.048,turn_left
Circuito Medio Normal/turn_left/20250614_101627_675304.jpg,-0.068,turn_left
Circuito Normal/turn_right/20250614_094154_502158.jpg,0.055,turn_right
Circuito Normal/straight/20250614_094553_509001.jpg,0.0,straight
Dark Section/straight/20250618_201732_662598.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_101103_474320.jpg,0.08,turn_right
Circuito Normal/straight/20250614_094506_398043.jpg,0.0,straight
Circuito Normal/straight/20250614_095412_143810.jpg,-0.005,straight
Circuito Normal/turn_left/20250614_095547_727150.jpg,-0.085,turn_left
Circuito Invertido/turn_right/20250614_100815_084757.jpg,0.04,turn_right
Circuito Normal/turn_left/20250614_094835_990698.jpg,-0.085,turn_left
Circuito Invertido/turn_right/20250614_100215_713175.jpg,0.084,turn_right
Circuito Invertido/turn_right/20250614_100727_981529.jpg,0.08,turn_right
Circuito Medio Invertido/turn_right/20250614_102006_086528.jpg,0.072,turn_right
Dark Section/turn_left/20250618_201827_546987.jpg,-0.068,turn_left
Circuito Medio Normal/turn_left/20250614_101550_281049.jpg,-0.072,turn_left
Circuito Normal/straight/20250614_094005_031551.jpg,0.015,straight
Circuito Invertido/turn_right/20250614_100750_434600.jpg,0.096,turn_right
Circuito Invertido/straight/20250614_100514_661050.jpg,0.0,straight
Circuito Normal/turn_left/20250614_095629_768320.jpg,-0.07,turn_left
Middle Section Normal/turn_left/20250616_211342_276403.jpg,-0.082,turn_left
Maniobras/turn_right/20250621_112431_641237.jpg,0.108,turn_right
Circuito Medio Invertido/turn_right/20250614_102201_243465.jpg,0.08,turn_right
Circuito Normal/straight/20250614_094938_394337.jpg,-0.01,straight
Circuito Invertido/turn_right/20250614_100639_869684.jpg,0.084,turn_right
Middle Section Normal/straight/20250616_211221_598592.jpg,0.002,straight
Maniobras/turn_left/20250621_112443_150982.jpg,-0.17,turn_left
Circuito Medio Invertido/turn_right/20250614_102006_086528.jpg,0.072,turn_right
Circuito Normal/straight/20250614_095118_132058.jpg,0.005,straight
Circuito Normal/straight/20250614_094108_472108.jpg,-0.02,straight
Circuito Medio Invertido/straight/20250614_102151_116444.jpg,-0.0,straight
Circuito Invertido/turn_right/20250614_100655_951274.jpg,0.076,turn_right
Maniobras/turn_right/20250621_112430_801240.jpg,0.132,turn_right
Circuito Invertido/straight/20250614_101229_540522.jpg,-0.0,straight
Maniobras/straight/20250621_112412_264771.jpg,0.0,straight
Circuito Invertido/straight/20250614_100822_764488.jpg,0.024,straight
Circuito Invertido/turn_right/20250614_101123_442244.jpg,0.068,turn_right
Circuito Invertido/turn_right/20250614_101243_950242.jpg,0.04,turn_right
Circuito Invertido/turn_right/20250614_100657_971272.jpg,0.064,turn_right
Circuito Medio Normal/straight/20250614_101439_564425.jpg,-0.008,straight
Circuito Medio Invertido/turn_right/20250614_102211_037919.jpg,0.076,turn_right
Middle Section Normal Extra/turn_left/20250618_200011_880316.jpg,-0.076,turn_left
Circuito Invertido/straight/20250614_100841_195434.jpg,-0.0,straight
Middle Section Normal Extra/turn_left/20250618_200033_241103.jpg,-0.056,turn_left
Circuito Invertido/turn_right/20250614_100531_013612.jpg,0.06,turn_right
Circuito Normal/turn_right/20250614_093958_743683.jpg,0.055,turn_right
Middle Section Normal Extra/turn_left/20250618_195811_872722.jpg,-0.072,turn_left
Middle Section Normal Extra/turn_left/20250618_200016_211943.jpg,-0.076,turn_left
Middle Section Normal Extra/straight/20250618_195801_919295.jpg,0.024,straight
Circuito Invertido/turn_right/20250614_101151_794965.jpg,0.08,turn_right
Circuito Invertido/turn_right/20250614_101032_025684.jpg,0.092,turn_right
Circuito Medio Normal/turn_left/20250614_101538_989688.jpg,-0.052,turn_left
Circuito Normal/straight/20250614_094556_936555.jpg,0.0,straight
Middle Section Normal Extra/turn_right/20250618_195611_881486.jpg,0.064,turn_right
Dark Section Extra/straight/20250618_204804_079237.jpg,-0.004,straight
Circuito Normal/straight/20250614_094126_853460.jpg,0.0,straight
Circuito Normal/straight/20250614_095417_606778.jpg,0.01,straight
Middle Section Normal/turn_left/20250616_211029_332436.jpg,-0.06,turn_left
Circuito Invertido/turn_right/20250614_100352_228196.jpg,0.032,turn_right
Circuito Medio Normal/straight/20250614_101621_908066.jpg,-0.02,straight
Circuito Medio Invertido/turn_right/20250614_102218_873951.jpg,0.032,turn_right
Circuito Medio Invertido/turn_right/20250614_102232_916706.jpg,0.072,turn_right
Middle Section Normal/turn_right/20250616_211332_189038.jpg,0.07,turn_right
Circuito Normal/turn_left/20250614_094114_926744.jpg,-0.04,turn_left
Middle Section Normal/turn_right/20250616_211336_009804.jpg,0.102,turn_right
Dark Section/turn_left/20250618_201835_539043.jpg,-0.106,turn_left
Circuito Medio Invertido/turn_right/20250614_101950_255979.jpg,0.072,turn_right
Middle Section Normal Extra/turn_right/20250618_195659_296101.jpg,0.09,turn_right
Circuito Medio Invertido/turn_right/20250614_102141_108754.jpg,0.08,turn_right
Circuito Normal/turn_left/20250614_095447_828204.jpg,-0.05,turn_left
Circuito Medio Normal/turn_left/20250614_101747_592572.jpg,-0.06,turn_left
Circuito Medio Normal/turn_left/20250614_101700_433070.jpg,-0.072,turn_left
Circuito Invertido/straight/20250614_100408_468710.jpg,-0.008,straight
Circuito Invertido/straight/20250614_100445_293734.jpg,0.008,straight
Circuito Medio Invertido/turn_right/20250614_102022_351113.jpg,0.064,turn_right
Circuito Medio Normal/straight/20250614_101655_110167.jpg,-0.016,straight
Middle Section Normal Extra/turn_left/20250618_195707_388270.jpg,-0.068,turn_left
